user_id,date,session_duration,songs_played,device,country,premium,feature_used
2341,2025-08-04,121,14,iOS,UK,Yes,Playlist
2342,2026-02-06,45,34,Desktop,India,Yes,Lyrics
2343,2025-10-10,54,74,Web,USA,No,Podcasts
2344,2026-03-06,166,65,iOS,India,Yes,Queue
2345,2025-09-12,112,77,iOS,USA,Yes,Podcasts
2346,2025-08-16,144,24,Web,USA,No,AI DJ
2347,2026-06-14,7,74,Web,India,Yes,Offline Download
2348,2026-01-08,41,14,Web,India,No,Podcasts
2349,2026-01-02,49,3,iOS,USA,Yes,Search
2350,2026-05-28,122,44,Web,USA,Yes,Playlist
2351,2026-01-22,78,39,Web,Germany,No,Discover Weekly
2352,2026-06-26,145,67,Android,UK,Yes,Discover Weekly
2353,2026-03-22,45,53,Android,Canada,No,Search
2354,2026-02-23,111,76,Android,Germany,Yes,Playlist
2355,2026-06-18,35,76,Web,Germany,Yes,Queue
2356,2026-02-28,77,55,Android,Germany,Yes,Lyrics
2357,2025-10-24,171,7,Android,India,Yes,Playlist
2358,2025-08-04,125,40,Web,USA,Yes,Playlist
2359,2026-05-27,142,18,iOS,Germany,Yes,Podcasts
2360,2025-10-14,48,16,Web,UK,Yes,Offline Download
2361,2025-08-29,100,29,Web,USA,No,Queue
2362,2026-04-07,139,16,iOS,Germany,No,Playlist
2363,2025-11-29,150,48,Android,Canada,No,Podcasts
2364,2025-08-31,12,1,Android,Canada,Yes,Discover Weekly
2365,2026-01-27,171,27,Desktop,Germany,No,AI DJ
2366,2026-05-19,86,42,iOS,Germany,Yes,Wrapped
2367,2026-04-13,149,53,iOS,USA,Yes,Lyrics
2368,2025-08-28,158,71,Android,India,No,Queue
2369,2026-06-02,43,42,Android,India,Yes,Playlist
2370,2025-12-08,164,76,iOS,UK,No,Search
2371,2026-05-12,118,26,Web,Canada,Yes,Search
2372,2025-11-02,7,34,Android,Germany,No,Podcasts
2373,2026-05-19,153,5,Android,India,No,Queue
2374,2025-08-22,167,73,iOS,India,Yes,Lyrics
2375,2025-08-05,173,59,iOS,Australia,Yes,Lyrics
2376,2025-08-25,171,63,iOS,India,No,Lyrics
2377,2025-12-02,164,42,Desktop,Germany,No,Playlist
2378,2025-09-30,5,65,Web,Canada,No,Podcasts
2379,2025-11-30,33,21,Web,USA,Yes,Queue
2380,2026-07-01,173,25,Web,Canada,Yes,Podcasts
2381,2026-04-25,124,22,iOS,Germany,Yes,Lyrics
2382,2025-08-17,115,57,iOS,India,Yes,Search
2383,2026-03-24,127,11,Desktop,Australia,No,Wrapped
2384,2025-07-22,10,77,Web,UK,No,Search
2385,2025-10-10,11,55,iOS,Canada,Yes,Offline Download
2386,2026-06-15,175,8,Web,Australia,No,Playlist
2387,2026-04-30,178,76,Desktop,India,Yes,Podcasts
2388,2026-03-04,140,58,Web,USA,Yes,Playlist
2389,2025-11-17,147,41,Desktop,Germany,No,AI DJ
2390,2025-10-12,161,80,Desktop,USA,No,Playlist
2391,2026-06-09,61,12,Web,Germany,No,Offline Download
2392,2025-10-28,170,15,Web,USA,No,Lyrics
2393,2025-12-25,52,77,Web,Canada,No,Playlist
2394,2026-05-02,138,31,Desktop,USA,Yes,Offline Download
2395,2025-10-13,170,44,Desktop,Australia,Yes,Discover Weekly
2396,2025-08-28,137,14,Desktop,Germany,Yes,Podcasts
2397,2026-01-16,45,51,Desktop,Australia,Yes,Search
2398,2025-09-12,71,57,Web,Germany,No,Offline Download
2399,2026-03-03,23,35,Android,India,No,Playlist
2400,2025-11-12,163,73,Android,Germany,Yes,Playlist
2401,2026-01-01,143,1,Web,Australia,Yes,Podcasts
2402,2025-11-17,36,3,iOS,India,No,AI DJ
2403,2026-01-18,139,23,Web,Germany,Yes,Wrapped
2404,2026-02-11,51,39,Desktop,UK,Yes,Discover Weekly
2405,2026-01-09,39,53,Web,USA,Yes,Offline Download
2406,2026-04-01,82,23,Desktop,USA,Yes,AI DJ
2407,2025-12-25,131,13,Android,Australia,No,Playlist
2408,2025-12-11,91,73,iOS,USA,No,Discover Weekly
2409,2026-03-24,143,50,Android,Canada,Yes,Offline Download
2410,2025-11-10,75,14,Android,Germany,No,Playlist
2411,2026-01-31,162,79,iOS,UK,Yes,Offline Download
2412,2026-05-26,130,73,iOS,Australia,Yes,Queue
2413,2025-09-24,133,7,Desktop,UK,Yes,Wrapped
2414,2026-06-25,116,48,Web,Canada,Yes,Playlist
2415,2026-05-29,65,24,iOS,Germany,No,Offline Download
2416,2026-07-01,154,75,iOS,India,Yes,Podcasts
2417,2026-03-02,24,75,Desktop,India,Yes,Queue
2418,2026-03-17,145,42,Desktop,UK,No,Discover Weekly
2419,2025-11-20,139,31,Android,USA,No,Podcasts
2420,2026-01-16,13,3,Web,Australia,No,Search
2421,2026-03-08,51,12,Web,Canada,Yes,Discover Weekly
2422,2026-05-04,102,4,Web,Germany,Yes,Podcasts
2423,2025-12-09,145,72,iOS,Germany,Yes,Discover Weekly
2424,2026-06-17,12,8,Desktop,USA,No,Wrapped
2425,2026-04-02,42,56,Android,India,Yes,Wrapped
2426,2026-02-03,9,32,Web,USA,No,Offline Download
2427,2025-09-17,138,61,Web,Canada,Yes,AI DJ
2428,2025-11-13,178,69,Android,Canada,Yes,AI DJ
2429,2026-01-22,47,34,iOS,UK,No,Discover Weekly
2430,2026-01-23,40,23,Android,India,Yes,Lyrics
2431,2025-12-08,155,27,Desktop,India,No,Podcasts
2432,2025-10-20,161,35,Android,India,Yes,AI DJ
2433,2025-12-12,29,75,Desktop,Germany,Yes,Discover Weekly
2434,2025-07-25,7,10,Android,UK,No,Search
2435,2025-07-11,77,52,iOS,India,No,Queue
2436,2025-09-15,156,52,Desktop,UK,Yes,Search
2437,2026-02-24,65,71,Android,USA,Yes,Podcasts
2438,2025-11-06,108,61,Desktop,Canada,No,Offline Download
2439,2026-05-05,90,38,Desktop,Australia,Yes,Queue
2440,2025-11-10,85,73,Desktop,Canada,Yes,AI DJ
2441,2025-08-29,161,16,iOS,India,Yes,Queue
2442,2025-09-05,42,75,Web,UK,Yes,Queue
2443,2025-09-06,64,7,iOS,Germany,No,Queue
2444,2025-08-22,124,73,Desktop,Germany,No,Offline Download
2445,2026-07-03,76,59,Desktop,Germany,No,AI DJ
2446,2026-03-13,42,12,Android,USA,No,Queue
2447,2025-08-21,17,76,Android,UK,No,AI DJ
2448,2025-12-09,30,80,Android,Canada,Yes,Search
2449,2026-01-31,145,24,Web,Australia,No,Discover Weekly
2450,2026-03-28,36,15,iOS,Canada,Yes,Wrapped
2451,2025-09-10,84,15,Desktop,UK,Yes,Podcasts
2452,2026-01-05,138,43,Android,USA,No,Search
2453,2026-03-05,30,29,iOS,Canada,Yes,Podcasts
2454,2025-08-26,151,26,Desktop,Canada,Yes,Offline Download
2455,2026-06-05,26,29,Desktop,Australia,No,Lyrics
2456,2026-06-11,5,18,iOS,Canada,No,AI DJ
2457,2025-08-01,149,76,Desktop,Australia,Yes,Search
2458,2026-04-15,39,11,Android,UK,Yes,AI DJ
2459,2026-05-14,98,59,Desktop,Germany,Yes,AI DJ
2460,2025-11-24,10,56,Desktop,Germany,Yes,Lyrics
2461,2025-12-17,113,75,Web,UK,Yes,Wrapped
2462,2025-11-02,148,71,Desktop,Australia,Yes,Queue
2463,2025-12-12,55,60,Android,Australia,Yes,Queue
2464,2025-12-05,171,32,Desktop,Germany,No,Offline Download
2465,2026-01-01,50,2,Android,USA,No,Search
2466,2025-09-16,41,42,Android,Germany,No,AI DJ
2467,2026-06-01,139,28,Android,USA,No,AI DJ
2468,2026-05-25,77,73,Android,Australia,No,Discover Weekly
2469,2025-09-28,67,17,Web,India,Yes,Offline Download
2470,2026-06-16,36,17,Web,Australia,Yes,Playlist
2471,2025-07-27,25,73,Desktop,India,No,AI DJ
2472,2025-07-11,155,68,Desktop,Canada,No,Offline Download
2473,2025-07-21,174,46,Android,Canada,Yes,Search
2474,2026-05-24,5,22,Web,USA,Yes,Wrapped
2475,2026-04-08,70,35,iOS,Australia,Yes,Lyrics
2476,2025-10-15,117,55,Desktop,USA,Yes,Search
2477,2025-12-04,132,16,Web,Australia,No,Search
2478,2026-02-12,39,53,Desktop,UK,Yes,Offline Download
2479,2026-03-03,59,41,iOS,Canada,No,Discover Weekly
2480,2026-05-07,142,62,Android,UK,Yes,Wrapped
2481,2026-04-27,39,52,Web,UK,Yes,Lyrics
2482,2025-08-13,43,70,Web,India,Yes,Lyrics
2483,2025-10-25,33,44,Desktop,UK,Yes,AI DJ
2484,2025-12-24,96,1,iOS,Canada,Yes,Lyrics
2485,2026-01-16,85,42,Android,Germany,No,Queue
2486,2026-02-26,49,37,Android,USA,Yes,Search
2487,2025-12-27,103,46,iOS,USA,Yes,Wrapped
2488,2026-04-23,49,1,iOS,Germany,No,Playlist
2489,2026-07-03,115,10,iOS,Canada,Yes,Podcasts
2490,2026-04-01,41,22,Android,India,No,Playlist
2491,2026-03-26,48,66,iOS,India,Yes,Offline Download
2492,2025-07-09,29,18,iOS,Australia,No,Wrapped
2493,2025-12-11,116,19,Android,UK,Yes,Search
2494,2025-08-18,72,53,Android,USA,No,Discover Weekly
2495,2026-06-17,139,30,Web,UK,Yes,Lyrics
2496,2025-09-08,5,25,iOS,UK,No,Wrapped
2497,2026-04-02,35,56,Android,USA,Yes,Playlist
2498,2025-09-10,157,28,Android,Australia,No,AI DJ
2499,2026-06-12,131,28,Web,Germany,Yes,Lyrics
2500,2025-11-25,74,39,Desktop,USA,Yes,AI DJ
2501,2025-07-25,30,51,Desktop,Canada,Yes,Offline Download
2502,2025-10-10,134,33,Android,India,Yes,Lyrics
2503,2025-07-19,175,60,iOS,Germany,Yes,Offline Download
2504,2025-08-01,91,21,Android,Australia,No,Queue
2505,2025-09-20,40,31,Android,India,Yes,Lyrics
2506,2025-10-01,136,79,Desktop,Canada,No,Discover Weekly
2507,2025-11-12,47,45,iOS,UK,Yes,Offline Download
2508,2025-10-20,174,14,Web,UK,No,Search
2509,2025-12-27,137,6,iOS,India,No,Podcasts
2510,2025-12-23,123,42,Android,UK,No,Wrapped
2511,2026-05-26,160,6,Desktop,India,Yes,Lyrics
2512,2026-04-13,59,32,Android,Germany,Yes,Offline Download
2513,2026-05-11,45,16,iOS,Australia,Yes,Lyrics
2514,2026-03-15,62,19,Web,USA,No,Search
2515,2025-11-07,143,34,Android,Germany,Yes,Playlist
2516,2025-09-29,46,20,Desktop,UK,No,Offline Download
2517,2025-08-05,39,51,Web,Germany,Yes,AI DJ
2518,2025-12-05,170,48,Web,UK,No,Queue
2519,2026-05-30,89,30,iOS,UK,No,Podcasts
2520,2026-02-03,141,3,Web,Australia,No,Discover Weekly
2521,2025-12-14,71,29,iOS,Canada,Yes,Lyrics
2522,2025-07-14,143,29,Web,Canada,Yes,Playlist
2523,2026-03-13,103,30,iOS,Canada,No,Lyrics
2524,2026-04-29,123,52,Android,Canada,No,Lyrics
2525,2026-01-02,92,20,iOS,Canada,Yes,Queue
2526,2025-08-30,110,11,iOS,UK,No,Search
2527,2026-03-31,112,2,iOS,India,No,Search
2528,2026-05-12,138,17,iOS,Australia,Yes,Queue
2529,2025-10-30,91,24,Android,India,Yes,AI DJ
2530,2025-08-11,9,47,Desktop,Australia,Yes,Offline Download
2531,2026-05-01,92,25,Web,Germany,No,Wrapped
2532,2026-06-08,131,77,Desktop,India,No,Wrapped
2533,2026-04-19,106,43,Android,Australia,Yes,AI DJ
2534,2026-02-10,16,32,Web,Australia,No,Queue
2535,2026-05-23,120,32,Web,Australia,No,Queue
2536,2025-09-11,146,45,Web,Canada,No,Offline Download
2537,2026-03-18,111,16,Desktop,Australia,Yes,Playlist
2538,2025-10-29,54,47,iOS,Canada,Yes,Lyrics
2539,2025-09-16,34,47,Android,Germany,No,Lyrics
2540,2025-09-27,166,79,Android,Canada,Yes,Offline Download
2541,2025-10-01,79,58,Android,Australia,No,Offline Download
2542,2025-08-25,54,4,Android,USA,Yes,AI DJ
2543,2025-07-10,55,14,Android,India,No,Offline Download
2544,2026-02-10,14,58,iOS,Canada,No,Playlist
2545,2025-07-27,49,73,Android,UK,No,Podcasts
2546,2025-10-03,95,19,Web,Australia,No,Offline Download
2547,2025-11-27,93,10,Desktop,Canada,No,Queue
2548,2026-02-26,146,11,Android,India,Yes,Offline Download
2549,2025-09-10,177,43,Web,Germany,Yes,AI DJ
2550,2025-07-27,167,51,Web,Germany,Yes,Lyrics
2551,2025-08-05,138,53,Android,Canada,No,Wrapped
2552,2025-10-11,171,70,Android,Germany,No,Wrapped
2553,2025-10-31,81,10,iOS,USA,No,Discover Weekly
2554,2025-12-26,149,36,Web,Germany,Yes,AI DJ
2555,2025-07-28,15,38,iOS,India,Yes,Queue
2556,2025-08-25,64,65,Desktop,India,No,Playlist
2557,2025-12-03,28,14,iOS,Australia,No,Search
2558,2026-02-02,81,79,Android,UK,Yes,Discover Weekly
2559,2026-02-20,24,60,Android,Australia,No,AI DJ
2560,2025-09-06,159,47,Android,Germany,No,Offline Download
2561,2025-08-16,102,75,iOS,Germany,No,Discover Weekly
2562,2026-03-16,158,60,Android,USA,No,Playlist
2563,2026-07-03,155,56,Android,USA,No,Discover Weekly
2564,2026-07-01,60,9,Web,Germany,Yes,Wrapped
2565,2026-03-13,45,57,Android,Germany,No,Discover Weekly
2566,2026-07-04,158,60,Web,UK,Yes,Wrapped
2567,2026-05-30,35,7,Web,USA,Yes,Search
2568,2025-11-25,45,25,iOS,USA,Yes,Lyrics
2569,2026-07-01,78,79,iOS,India,Yes,Wrapped
2570,2025-07-23,76,2,Android,Canada,Yes,Discover Weekly
2571,2025-09-18,114,79,Desktop,Germany,No,Lyrics
2572,2026-05-25,121,16,Android,Australia,No,Playlist
2573,2025-10-20,37,4,Desktop,Germany,Yes,AI DJ
2574,2025-09-04,14,16,Web,Australia,Yes,Playlist
2575,2026-04-24,138,63,iOS,UK,Yes,AI DJ
2576,2025-12-19,13,56,Web,USA,Yes,Wrapped
2577,2025-09-12,93,19,iOS,Canada,No,Lyrics
2578,2026-03-06,132,36,iOS,USA,No,Offline Download
2579,2025-08-19,20,38,Desktop,India,Yes,Search
2580,2025-08-07,165,68,iOS,India,No,Wrapped
2581,2026-05-16,38,58,Desktop,USA,No,Discover Weekly
2582,2026-04-01,18,46,Desktop,UK,No,Search
2583,2025-12-19,39,13,Android,UK,Yes,Playlist
2584,2025-12-21,152,74,Desktop,Germany,Yes,Playlist
2585,2025-10-04,7,50,Web,UK,No,Queue
2586,2025-08-18,48,38,Android,Australia,No,Wrapped
2587,2025-10-03,112,28,Web,Canada,Yes,Offline Download
2588,2026-02-19,109,76,iOS,UK,No,Podcasts
2589,2026-01-02,48,52,Android,USA,No,Lyrics
2590,2025-11-15,21,18,Desktop,Germany,Yes,Queue
2591,2026-06-02,37,40,iOS,UK,No,Offline Download
2592,2026-04-29,58,24,Desktop,UK,Yes,Lyrics
2593,2025-10-10,154,34,Web,India,Yes,Discover Weekly
2594,2025-08-29,171,23,Web,India,No,Wrapped
2595,2026-03-30,66,31,iOS,UK,Yes,Search
2596,2026-03-01,154,20,Desktop,Canada,No,Wrapped
2597,2026-02-10,59,26,iOS,India,Yes,Search
2598,2025-08-16,170,46,iOS,India,Yes,Lyrics
2599,2026-02-25,118,30,Web,India,No,Lyrics
2600,2025-11-27,7,60,Desktop,Germany,No,Playlist
2601,2025-07-29,83,41,Android,UK,Yes,AI DJ
2602,2025-12-06,8,5,Web,UK,No,Playlist
2603,2026-06-19,90,19,Desktop,USA,No,AI DJ
2604,2025-08-10,124,7,Android,Australia,No,Playlist
2605,2025-08-01,75,12,iOS,Canada,No,Offline Download
2606,2025-12-24,83,75,iOS,India,No,Discover Weekly
2607,2025-12-18,109,61,iOS,Australia,Yes,Podcasts
2608,2026-06-16,148,25,Android,UK,Yes,Lyrics
2609,2026-04-09,89,50,Web,India,No,Discover Weekly
2610,2025-11-21,118,49,Android,Germany,No,Queue
2611,2026-06-16,81,15,Web,Canada,No,Search
2612,2025-10-29,15,23,iOS,UK,Yes,AI DJ
2613,2026-03-06,146,14,iOS,Germany,Yes,Wrapped
2614,2025-10-13,23,17,Web,USA,Yes,Offline Download
2615,2025-12-25,117,56,Android,UK,Yes,Offline Download
2616,2025-08-08,124,38,Android,Australia,Yes,Podcasts
2617,2026-03-18,156,35,Desktop,Canada,No,Wrapped
2618,2026-05-05,11,1,iOS,UK,Yes,Discover Weekly
2619,2025-07-31,131,49,Desktop,India,Yes,Offline Download
2620,2025-10-24,105,47,Desktop,USA,No,Lyrics
2621,2026-03-26,80,40,Web,Australia,No,Wrapped
2622,2026-03-18,136,18,iOS,Australia,No,Offline Download
2623,2026-03-14,141,2,iOS,Australia,No,Search
2624,2026-04-15,82,71,iOS,India,Yes,Queue
2625,2025-07-12,15,39,Android,Germany,No,Wrapped
2626,2026-01-31,151,57,iOS,India,Yes,Search
2627,2026-03-22,157,47,Desktop,Germany,Yes,Lyrics
2628,2026-01-09,36,69,Android,USA,Yes,Lyrics
2629,2025-09-01,51,65,Web,UK,Yes,Playlist
2630,2026-05-30,64,64,Web,USA,No,Offline Download
2631,2026-06-18,51,58,iOS,Australia,Yes,Queue
2632,2026-03-04,79,61,Web,India,No,Playlist
2633,2026-02-10,147,11,Web,India,No,Wrapped
2634,2026-03-30,160,50,Desktop,India,Yes,Discover Weekly
2635,2025-11-08,40,68,iOS,Germany,Yes,Offline Download
2636,2026-05-05,171,38,iOS,USA,No,Queue
2637,2026-03-08,160,12,Android,India,No,Discover Weekly
2638,2025-07-19,87,5,Desktop,UK,Yes,AI DJ
2639,2026-03-10,178,21,Android,India,No,Offline Download
2640,2026-03-01,87,15,Web,USA,Yes,Podcasts
2641,2026-02-23,118,73,Desktop,Canada,No,Discover Weekly
2642,2025-10-25,50,55,Desktop,India,No,Lyrics
2643,2026-02-22,179,46,Web,Germany,No,AI DJ
2644,2025-11-23,119,51,Desktop,Canada,Yes,Wrapped
2645,2025-07-10,18,67,Android,India,No,Lyrics
2646,2026-03-18,132,9,iOS,Germany,No,Offline Download
2647,2026-01-15,155,37,iOS,UK,Yes,Wrapped
2648,2026-01-25,19,21,iOS,Canada,Yes,Playlist
2649,2025-12-30,175,18,Web,India,Yes,Lyrics
2650,2025-11-06,143,75,Desktop,India,No,Discover Weekly
2651,2025-11-26,114,38,Desktop,UK,No,Search
2652,2026-04-06,163,73,Android,Canada,Yes,Offline Download
2653,2026-02-16,135,50,Desktop,Australia,No,Wrapped
2654,2025-08-07,75,67,Android,Germany,No,Wrapped
2655,2025-10-05,21,11,Desktop,India,Yes,Offline Download
2656,2025-09-12,44,24,Desktop,USA,No,Offline Download
2657,2026-02-12,144,8,Android,Australia,No,Search
2658,2025-11-27,120,74,Desktop,India,Yes,Discover Weekly
2659,2025-07-22,116,63,Desktop,India,No,Podcasts
2660,2026-05-15,78,43,Desktop,UK,Yes,Search
2661,2025-10-20,96,48,Web,Canada,No,Search
2662,2026-06-19,104,5,Android,India,No,Search
2663,2026-06-06,163,18,Android,UK,Yes,Playlist
2664,2026-04-19,79,7,Desktop,USA,Yes,AI DJ
2665,2026-06-13,39,12,Android,Germany,No,Search
2666,2026-05-06,101,24,iOS,Australia,No,Wrapped
2667,2026-01-13,55,53,Web,Canada,No,AI DJ
2668,2026-02-08,139,15,Android,India,No,Playlist
2669,2025-10-03,42,31,Android,UK,Yes,Queue
2670,2025-09-15,136,20,iOS,UK,No,Search
2671,2025-10-27,110,10,Android,USA,No,Queue
2672,2026-02-20,112,7,iOS,India,No,Search
2673,2025-09-20,126,59,Android,UK,Yes,Podcasts
2674,2026-03-07,99,62,Web,USA,Yes,AI DJ
2675,2026-01-14,47,58,Android,Germany,No,Queue
2676,2026-05-15,150,13,Desktop,UK,No,AI DJ
2677,2025-08-04,20,63,iOS,Canada,No,Podcasts
2678,2025-11-18,91,68,Android,Australia,No,Search
2679,2025-12-16,22,27,Web,Australia,No,Queue
2680,2025-08-25,133,62,Web,UK,No,Discover Weekly
2681,2026-02-09,69,3,Desktop,Australia,No,Playlist
2682,2026-05-27,20,75,iOS,USA,No,Search
2683,2025-09-08,140,47,Web,Canada,Yes,Search
2684,2026-03-26,112,14,Android,USA,Yes,Playlist
2685,2026-06-22,123,37,Android,USA,Yes,Offline Download
2686,2026-06-11,41,60,Web,Canada,Yes,Wrapped
2687,2025-08-18,139,42,Desktop,Canada,Yes,Queue
2688,2026-05-04,8,24,Desktop,Australia,Yes,Offline Download
2689,2025-07-24,143,38,Web,India,No,Wrapped
2690,2026-03-29,151,71,iOS,UK,No,Queue
2691,2026-01-30,28,22,Desktop,Canada,No,Podcasts
2692,2025-10-16,8,12,iOS,UK,No,Queue
2693,2026-04-08,169,36,Web,Germany,Yes,Discover Weekly
2694,2026-01-08,56,14,Android,Germany,No,Wrapped
2695,2026-01-27,10,42,Android,Australia,Yes,Podcasts
2696,2026-01-12,95,15,iOS,Australia,Yes,Discover Weekly
2697,2026-05-28,15,65,Android,Australia,No,Discover Weekly
2698,2026-02-17,174,11,Desktop,India,No,AI DJ
2699,2026-03-10,58,74,Desktop,USA,Yes,Wrapped
2700,2025-10-28,144,29,Android,USA,Yes,Playlist
2701,2025-10-05,107,56,Android,Germany,Yes,Playlist
2702,2025-12-27,98,19,iOS,Canada,No,Lyrics
2703,2025-10-22,164,58,Web,Germany,Yes,Playlist
2704,2025-08-01,45,37,Web,Australia,Yes,Offline Download
2705,2025-12-13,78,74,Web,Germany,Yes,Discover Weekly
2706,2026-04-05,110,13,iOS,Germany,Yes,Queue
2707,2025-08-29,94,80,iOS,USA,Yes,Podcasts
2708,2026-06-11,24,50,Android,India,No,AI DJ
2709,2025-11-19,97,51,iOS,India,No,Queue
2710,2025-11-28,145,35,iOS,Australia,No,Playlist
2711,2026-06-17,84,51,iOS,Germany,Yes,Podcasts
2712,2026-02-25,77,58,Desktop,UK,Yes,Playlist
2713,2026-05-22,141,22,iOS,Germany,Yes,Wrapped
2714,2025-11-15,120,12,Web,Canada,No,AI DJ
2715,2026-02-20,29,78,iOS,UK,Yes,Offline Download
2716,2026-03-08,55,71,Android,Germany,Yes,AI DJ
2717,2025-12-02,173,28,iOS,Germany,No,Lyrics
2718,2026-05-16,55,53,Desktop,USA,Yes,AI DJ
2719,2026-01-12,91,26,iOS,India,Yes,Lyrics
2720,2026-01-02,116,14,Android,Australia,No,Search
2721,2025-10-17,132,2,iOS,UK,No,Wrapped
2722,2025-10-14,122,78,Desktop,India,No,Wrapped
2723,2026-06-30,35,26,Desktop,USA,No,AI DJ
2724,2025-10-03,86,39,Android,Australia,Yes,Wrapped
2725,2025-11-05,123,56,Android,Germany,Yes,Queue
2726,2026-06-26,144,62,Desktop,Germany,No,Wrapped
2727,2026-02-20,103,64,Desktop,Australia,No,Discover Weekly
2728,2025-12-08,38,18,Desktop,USA,No,Offline Download
2729,2025-10-18,41,5,Web,Germany,Yes,Discover Weekly
2730,2026-06-21,135,22,Desktop,Australia,No,Podcasts
2731,2026-01-14,102,28,Web,Australia,No,Wrapped
2732,2025-11-26,74,61,Android,USA,No,Discover Weekly
2733,2026-01-07,132,27,Web,USA,No,Playlist
2734,2025-09-15,118,72,Desktop,USA,No,Podcasts
2735,2025-08-21,138,53,Web,Germany,No,Lyrics
2736,2026-06-25,20,67,iOS,UK,Yes,Wrapped
2737,2026-02-21,162,24,Web,UK,No,Podcasts
2738,2026-02-17,159,35,Web,Canada,No,Queue
2739,2025-08-05,122,7,Android,Canada,No,Podcasts
2740,2026-01-26,14,68,Android,USA,Yes,Queue
2741,2026-01-20,84,34,Web,USA,Yes,Lyrics
2742,2026-03-15,11,6,iOS,UK,No,Search
2743,2026-05-23,109,69,Android,India,No,AI DJ
2744,2026-05-08,158,50,Desktop,Australia,No,Discover Weekly
2745,2026-04-24,55,7,Android,Australia,No,Queue
2746,2025-12-03,94,69,iOS,USA,Yes,Podcasts
2747,2026-03-11,76,65,iOS,UK,Yes,AI DJ
2748,2025-12-27,96,51,Android,Canada,Yes,Search
2749,2026-05-03,137,45,Desktop,Germany,Yes,Offline Download
2750,2025-09-10,173,79,Android,USA,No,Wrapped
2751,2025-09-14,90,78,Desktop,Australia,Yes,Wrapped
2752,2025-09-27,132,3,Desktop,India,No,Playlist
2753,2026-02-07,133,42,Android,USA,No,Search
2754,2025-07-30,141,20,Desktop,India,Yes,Podcasts
2755,2025-10-27,167,62,iOS,Australia,No,Search
2756,2025-12-16,136,57,iOS,Germany,No,Queue
2757,2026-03-05,20,61,Android,UK,No,Queue
2758,2026-02-09,179,32,Desktop,USA,Yes,Playlist
2759,2025-12-14,169,13,Desktop,Germany,Yes,Search
2760,2025-12-19,163,27,Web,India,Yes,Search
2761,2026-05-18,66,9,Web,Canada,No,AI DJ
2762,2025-08-10,138,58,Desktop,UK,No,Search
2763,2025-10-03,103,74,Desktop,India,Yes,Lyrics
2764,2026-01-17,124,65,Android,USA,Yes,Playlist
2765,2025-08-09,74,26,Web,UK,Yes,AI DJ
2766,2026-03-26,139,5,iOS,UK,Yes,Discover Weekly
2767,2025-12-20,77,21,Desktop,India,Yes,Wrapped
2768,2026-03-22,109,72,Desktop,UK,Yes,Queue
2769,2025-10-04,150,66,Android,Australia,No,Podcasts
2770,2025-10-09,108,55,Android,USA,No,Playlist
2771,2025-09-28,57,40,iOS,Germany,Yes,Offline Download
2772,2025-12-17,111,42,Web,USA,Yes,Discover Weekly
2773,2026-01-16,32,37,iOS,USA,Yes,Lyrics
2774,2025-10-09,108,11,Desktop,Germany,Yes,AI DJ
2775,2026-04-25,164,35,iOS,USA,Yes,Lyrics
2776,2025-11-27,5,48,Desktop,Canada,Yes,Offline Download
2777,2026-01-31,67,79,iOS,UK,Yes,Playlist
2778,2026-06-21,34,52,Desktop,Canada,No,Wrapped
2779,2025-11-27,175,6,Android,USA,Yes,Lyrics
2780,2025-12-28,96,18,Web,USA,Yes,Search
2781,2025-12-07,137,60,Web,Canada,No,Playlist
2782,2025-10-28,92,63,Android,Australia,Yes,AI DJ
2783,2026-05-11,18,18,iOS,USA,Yes,Lyrics
2784,2026-06-17,33,2,Web,Germany,No,Playlist
2785,2026-05-23,59,45,Android,Canada,Yes,AI DJ
2786,2026-03-25,104,58,Android,Germany,No,Wrapped
2787,2025-08-19,63,53,Android,Germany,No,Queue
2788,2025-09-04,49,58,Android,UK,Yes,Discover Weekly
2789,2026-05-25,7,80,Android,India,Yes,Search
2790,2025-11-27,38,49,Desktop,USA,No,Playlist
2791,2025-09-14,151,20,Desktop,Canada,No,Podcasts
2792,2026-01-10,163,43,Desktop,Canada,Yes,Lyrics
2793,2025-11-30,160,42,iOS,India,No,Search
2794,2025-10-31,180,76,Desktop,USA,No,Offline Download
2795,2026-03-07,24,30,Android,UK,No,Playlist
2796,2025-11-12,117,66,Android,Australia,Yes,Search
2797,2026-01-28,151,34,Web,Australia,No,Playlist
2798,2025-08-25,111,34,Desktop,UK,Yes,AI DJ
2799,2026-05-11,80,24,Web,Germany,Yes,Search
2800,2026-03-17,144,71,Web,UK,No,Search
2801,2026-05-29,106,40,Desktop,Australia,No,Search
2802,2026-01-08,10,43,iOS,USA,No,AI DJ
2803,2026-06-26,137,10,Web,India,Yes,Search
2804,2025-10-14,91,56,Web,USA,No,Lyrics
2805,2026-06-27,42,74,Web,Germany,No,Offline Download
2806,2025-07-22,157,35,Android,Australia,Yes,Search
2807,2025-10-30,153,59,iOS,Australia,No,Queue
2808,2025-08-03,128,4,Web,USA,No,Offline Download
2809,2025-12-13,29,41,iOS,UK,No,Wrapped
2810,2026-02-22,67,31,Android,USA,No,Discover Weekly
2811,2025-09-26,70,68,Desktop,India,No,Wrapped
2812,2026-03-06,121,58,iOS,USA,No,Discover Weekly
2813,2025-10-30,116,63,iOS,UK,Yes,Search
